run_timestamp,dataset,pdf_name,pdf_path,output_path,log_path,status,num_pages,raw_pdf_tokens,toc_present,toc_page_index_given,input_tokens,output_tokens,total_tokens,llm_successful_calls,llm_failed_calls,latency_seconds,error
2026-07-24 12:10:45,FinanceBench,BESTBUY_2023_10K,data/FinanceBench/BESTBUY_2023_10K.pdf,final results\FinanceBench structure\BESTBUY_2023_10K_structure.json,data\FinanceBench\logs\BESTBUY_2023_10K_20260724_121045.json,success,75,65831,yes,yes,265028,100952,365980,134,0,605.897,
2026-07-24 12:21:45,FinanceBench,BESTBUY_2024Q2_10Q,data/FinanceBench/BESTBUY_2024Q2_10Q.pdf,final results\FinanceBench structure\BESTBUY_2024Q2_10Q_structure.json,data\FinanceBench\logs\BESTBUY_2024Q2_10Q_20260724_122145.json,success,30,24945,yes,yes,150320,66306,216626,81,0,520.186,
2026-07-24 12:38:09,FinanceBench,BLOCK_2016_10K,data/FinanceBench/BLOCK_2016_10K.pdf,final results\FinanceBench structure\BLOCK_2016_10K_structure.json,data\FinanceBench\logs\BLOCK_2016_10K_20260724_123809.json,success,121,144249,yes,yes,1095378,398332,1493710,510,0,1788.153,
2026-07-24 13:12:38,FinanceBench,BLOCK_2020_10K,data/FinanceBench/BLOCK_2020_10K.pdf,final results\FinanceBench structure\BLOCK_2020_10K_structure.json,data\FinanceBench\logs\BLOCK_2020_10K_20260724_131238.json,success,158,199261,yes,yes,1391557,491804,1883361,610,0,3095.909,
2026-07-24 14:14:28,FinanceBench,BOEING_2018_10K,data/FinanceBench/BOEING_2018_10K.pdf,final results\FinanceBench structure\BOEING_2018_10K_structure.json,data\FinanceBench\logs\BOEING_2018_10K_20260724_141428.json,success,136,95242,yes,yes,413534,212613,626147,230,0,2257.949,
2026-07-24 15:15:55,FinanceBench,BOEING_2022_10K,data/FinanceBench/BOEING_2022_10K.pdf,final results\FinanceBench structure\BOEING_2022_10K_structure.json,data\FinanceBench\logs\BOEING_2022_10K_20260724_151555.json,success,190,110787,yes,yes,421252,202599,623851,265,0,970.863,
2026-07-24 15:33:34,FinanceBench,COCACOLA_2021_10K,data/FinanceBench/COCACOLA_2021_10K.pdf,final results\FinanceBench structure\COCACOLA_2021_10K_structure.json,data\FinanceBench\logs\COCACOLA_2021_10K_20260724_153334.json,success,183,147525,yes,yes,854758,360499,1215257,516,0,1830.454,
2026-08-10 09:10:25,FinanceBench,CORNING_2021_10K,data/FinanceBench/CORNING_2021_10K.pdf,final results\FinanceBench structure\CORNING_2021_10K_structure.json,data\FinanceBench\logs\CORNING_2021_10K_20260810_091025.json,success,125,164011,no,no,1665205,557706,2222911,735,0,1457.831,
2026-08-10 10:42:54,FinanceBench,CORNING_2022_10K,data/FinanceBench/CORNING_2022_10K.pdf,final results\FinanceBench structure\CORNING_2022_10K_structure.json,data\FinanceBench\logs\CORNING_2022_10K_20260810_104254.json,success,159,107274,no,no,960141,423873,1384014,654,0,1169.864,
2026-08-10 11:04:25,FinanceBench,COSTCO_2021_10K,data/FinanceBench/COSTCO_2021_10K.pdf,final results\FinanceBench structure\COSTCO_2021_10K_structure.json,data\FinanceBench\logs\COSTCO_2021_10K_20260810_110425.json,success,76,47345,yes,yes,191133,94230,285363,132,0,803.292,
2026-08-10 11:19:43,FinanceBench,CVSHEALTH_2022_10K,data/FinanceBench/CVSHEALTH_2022_10K.pdf,final results\FinanceBench structure\CVSHEALTH_2022_10K_structure.json,data\FinanceBench\logs\CVSHEALTH_2022_10K_20260810_111943.json,success,213,174693,yes,yes,1375714,580886,1956600,901,0,1998.407,
2026-08-10 16:48:21,FinanceBench,FOOTLOCKER_2022_8K_dated-2022-05-20,data/FinanceBench/FOOTLOCKER_2022_8K_dated-2022-05-20.pdf,final results\FinanceBench structure\FOOTLOCKER_2022_8K_dated-2022-05-20_structure.json,data\FinanceBench\logs\FOOTLOCKER_2022_8K_dated-2022-05-20_20260810_164821.json,success,4,1834,no,no,14581,13266,27847,23,0,114.81,
2026-08-10 16:50:41,FinanceBench,FOOTLOCKER_2022_8K_dated-2022-08-19,data/FinanceBench/FOOTLOCKER_2022_8K_dated-2022-08-19.pdf,final results\FinanceBench structure\FOOTLOCKER_2022_8K_dated-2022-08-19_structure.json,data\FinanceBench\logs\FOOTLOCKER_2022_8K_dated-2022-08-19_20260810_165041.json,success,31,17664,no,no,161614,100628,262242,150,0,503.885,
2026-08-10 17:04:17,FinanceBench,GENERALMILLS_2020_10K,data/FinanceBench/GENERALMILLS_2020_10K.pdf,final results\FinanceBench structure\GENERALMILLS_2020_10K_structure.json,data\FinanceBench\logs\GENERALMILLS_2020_10K_20260810_170417.json,success,127,102986,yes,yes,588565,266590,855155,369,0,1216.834,
2026-08-10 17:25:55,FinanceBench,JOHNSON_JOHNSON_2022_10K,data/FinanceBench/JOHNSON_JOHNSON_2022_10K.pdf,final results\FinanceBench structure\JOHNSON_JOHNSON_2022_10K_structure.json,data\FinanceBench\logs\JOHNSON_JOHNSON_2022_10K_20260810_172555.json,success,151,117202,yes,yes,739062,318404,1057466,418,0,1451.452,
2026-08-10 18:31:03,FinanceBench,JOHNSON_JOHNSON_2022Q4_EARNINGS,data/FinanceBench/JOHNSON_JOHNSON_2022Q4_EARNINGS.pdf,final results\FinanceBench structure\JOHNSON_JOHNSON_2022Q4_EARNINGS_structure.json,data\FinanceBench\logs\JOHNSON_JOHNSON_2022Q4_EARNINGS_20260810_183103.json,success,24,20228,no,no,139284,85928,225212,106,0,432.377,
2026-08-10 19:10:12,FinanceBench,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,data/FinanceBench/JOHNSON_JOHNSON_2023_8K_dated-2023-08-30.pdf,final results\FinanceBench structure\JOHNSON_JOHNSON_2023_8K_dated-2023-08-30_structure.json,data\FinanceBench\logs\JOHNSON_JOHNSON_2023_8K_dated-2023-08-30_20260810_191012.json,success,27,17406,no,no,102283,54998,157281,84,0,439.744,
2026-08-10 19:18:09,FinanceBench,JOHNSON_JOHNSON_2023Q2_EARNINGS,data/FinanceBench/JOHNSON_JOHNSON_2023Q2_EARNINGS.pdf,final results\FinanceBench structure\JOHNSON_JOHNSON_2023Q2_EARNINGS_structure.json,data\FinanceBench\logs\JOHNSON_JOHNSON_2023Q2_EARNINGS_20260810_191809.json,success,24,19994,yes,no,118742,61435,180177,82,0,490.297,
2026-08-10 19:27:15,FinanceBench,JPMORGAN_2021Q1_10Q,data/FinanceBench/JPMORGAN_2021Q1_10Q.pdf,final results\FinanceBench structure\JPMORGAN_2021Q1_10Q_structure.json,data\FinanceBench\logs\JPMORGAN_2021Q1_10Q_20260810_192715.json,success,179,163937,yes,yes,2860771,1102518,3963289,1379,0,4582.217,
2026-08-10 20:44:10,FinanceBench,JPMORGAN_2022_10K,data/FinanceBench/JPMORGAN_2022_10K.pdf,final results\FinanceBench structure\JPMORGAN_2022_10K_structure.json,data\FinanceBench\logs\JPMORGAN_2022_10K_20260810_204410.json,success,382,376150,yes,yes,6423148,2317966,8741114,3085,1,7343.361,
2026-08-11 08:22:19,FinanceBench,JPMORGAN_2022Q2_10Q,data/FinanceBench/JPMORGAN_2022Q2_10Q.pdf,final results\FinanceBench structure\JPMORGAN_2022Q2_10Q_structure.json,data\FinanceBench\logs\JPMORGAN_2022Q2_10Q_20260811_082219.json,success,197,183141,yes,yes,3187849,1166018,4353867,1444,0,4452.38,
2026-08-11 19:05:56,FinanceBench,JPMORGAN_2023Q2_10Q,data/FinanceBench/JPMORGAN_2023Q2_10Q.pdf,final results\FinanceBench structure\JPMORGAN_2023Q2_10Q_structure.json,data\FinanceBench\logs\JPMORGAN_2023Q2_10Q_20260811_190556.json,success,217,208051,yes,yes,3103195,1251603,4354798,1516,1,3724.251,
2026-08-11 21:51:03,FinanceBench,LOCKHEEDMARTIN_2021_10K,data/FinanceBench/LOCKHEEDMARTIN_2021_10K.pdf,final results\FinanceBench structure\LOCKHEEDMARTIN_2021_10K_structure.json,data\FinanceBench\logs\LOCKHEEDMARTIN_2021_10K_20260811_215103.json,success,136,111687,yes,yes,688766,290480,979246,424,0,825.727,
2026-08-11 22:44:06,FinanceBench,LOCKHEEDMARTIN_2022_10K,data/FinanceBench/LOCKHEEDMARTIN_2022_10K.pdf,final results\FinanceBench structure\LOCKHEEDMARTIN_2022_10K_structure.json,data\FinanceBench\logs\LOCKHEEDMARTIN_2022_10K_20260811_224406.json,success,130,111378,yes,yes,700653,303773,1004426,399,0,1092.859,
2026-08-12 09:04:47,FinanceBench,MGMRESORTS_2018_10K,data/FinanceBench/MGMRESORTS_2018_10K.pdf,final results\FinanceBench structure\MGMRESORTS_2018_10K_structure.json,data\FinanceBench\logs\MGMRESORTS_2018_10K_20260812_090447.json,success,188,172229,yes,yes,1355409,705063,2060472,870,0,2040.844,
2026-08-16 15:47:39,FinanceBench,MGMRESORTS_2022_10K,data/FinanceBench/MGMRESORTS_2022_10K.pdf,final results\FinanceBench structure\MGMRESORTS_2022_10K_structure.json,data\FinanceBench\logs\MGMRESORTS_2022_10K_20260816_154739.json,success,220,150753,yes,yes,1150038,625700,1775738,914,0,1276.685,
2026-08-16 16:17:47,FinanceBench,MGMRESORTS_2022Q4_EARNINGS,data/FinanceBench/MGMRESORTS_2022Q4_EARNINGS.pdf,final results\FinanceBench structure\MGMRESORTS_2022Q4_EARNINGS_structure.json,data\FinanceBench\logs\MGMRESORTS_2022Q4_EARNINGS_20260816_161747.json,success,15,12752,no,no,100103,52009,152112,77,0,219.281,
2026-08-16 16:21:33,FinanceBench,MGMRESORTS_2023Q2_10Q,data/FinanceBench/MGMRESORTS_2023Q2_10Q.pdf,final results\FinanceBench structure\MGMRESORTS_2023Q2_10Q_structure.json,data\FinanceBench\logs\MGMRESORTS_2023Q2_10Q_20260816_162133.json,success,62,41690,yes,yes,307006,101185,408191,104,0,503.676,
2026-08-16 16:50:24,FinanceBench,MICROSOFT_2016_10K,data/FinanceBench/MICROSOFT_2016_10K.pdf,final results\FinanceBench structure\MICROSOFT_2016_10K_structure.json,data\FinanceBench\logs\MICROSOFT_2016_10K_20260816_165024.json,success,121,90230,yes,yes,373313,167408,540721,203,0,770.009,
2026-08-16 17:03:18,FinanceBench,MICROSOFT_2023_10K,data/FinanceBench/MICROSOFT_2023_10K.pdf,final results\FinanceBench structure\MICROSOFT_2023_10K_structure.json,data\FinanceBench\logs\MICROSOFT_2023_10K_20260816_170318.json,success,116,81000,yes,yes,236107,107035,343142,134,0,793.217,
2026-08-16 17:16:36,FinanceBench,NETFLIX_2017_10K,data/FinanceBench/NETFLIX_2017_10K.pdf,final results\FinanceBench structure\NETFLIX_2017_10K_structure.json,data\FinanceBench\logs\NETFLIX_2017_10K_20260816_171636.json,success,73,54189,yes,yes,190793,111690,302483,130,0,899.639,
2026-08-16 17:31:42,FinanceBench,NIKE_2018_10K,data/FinanceBench/NIKE_2018_10K.pdf,final results\FinanceBench structure\NIKE_2018_10K_structure.json,data\FinanceBench\logs\NIKE_2018_10K_20260816_173142.json,success,97,91876,yes,yes,391247,147729,538976,172,0,997.162,
2026-08-16 17:48:25,FinanceBench,NIKE_2019_10K,data/FinanceBench/NIKE_2019_10K.pdf,final results\FinanceBench structure\NIKE_2019_10K_structure.json,data\FinanceBench\logs\NIKE_2019_10K_20260816_174825.json,success,104,80686,yes,yes,307078,125753,432831,167,0,717.553,
2026-08-16 18:00:29,FinanceBench,NIKE_2023_10K,data/FinanceBench/NIKE_2023_10K.pdf,final results\FinanceBench structure\NIKE_2023_10K_structure.json,data\FinanceBench\logs\NIKE_2023_10K_20260816_180029.json,success,106,82216,yes,yes,337561,129264,466825,193,0,695.904,
2026-08-16 18:43:14,FinanceBench,PAYPAL_2022_10K,data/FinanceBench/PAYPAL_2022_10K.pdf,final results\FinanceBench structure\PAYPAL_2022_10K_structure.json,data\FinanceBench\logs\PAYPAL_2022_10K_20260816_184314.json,success,134,100470,yes,yes,691659,326788,1018447,485,0,1082.284,
2026-08-16 19:01:23,FinanceBench,PEPSICO_2021_10K,data/FinanceBench/PEPSICO_2021_10K.pdf,final results\FinanceBench structure\PEPSICO_2021_10K_structure.json,data\FinanceBench\logs\PEPSICO_2021_10K_20260816_190123.json,success,549,254115,yes,yes,2045185,854604,2899789,1103,0,3225.618,
2026-08-16 19:55:14,FinanceBench,PEPSICO_2022_10K,data/FinanceBench/PEPSICO_2022_10K.pdf,final results\FinanceBench structure\PEPSICO_2022_10K_structure.json,data\FinanceBench\logs\PEPSICO_2022_10K_20260816_195514.json,success,503,265130,yes,yes,2782829,1244063,4026892,1750,0,3887.857,
2026-08-16 21:00:10,FinanceBench,PEPSICO_2023_8K_dated-2023-05-05,data/FinanceBench/PEPSICO_2023_8K_dated-2023-05-05.pdf,final results\FinanceBench structure\PEPSICO_2023_8K_dated-2023-05-05_structure.json,data\FinanceBench\logs\PEPSICO_2023_8K_dated-2023-05-05_20260816_210010.json,success,5,1872,no,no,10247,6847,17094,15,0,81.074,
2026-08-16 21:01:36,FinanceBench,PEPSICO_2023_8K_dated-2023-05-30,data/FinanceBench/PEPSICO_2023_8K_dated-2023-05-30.pdf,final results\FinanceBench structure\PEPSICO_2023_8K_dated-2023-05-30_structure.json,data\FinanceBench\logs\PEPSICO_2023_8K_dated-2023-05-30_20260816_210136.json,success,172,122921,yes,yes,1051780,524205,1575985,588,0,3125.864,
2026-08-16 21:55:47,FinanceBench,PEPSICO_2023Q1_EARNINGS,data/FinanceBench/PEPSICO_2023Q1_EARNINGS.pdf,final results\FinanceBench structure\PEPSICO_2023Q1_EARNINGS_structure.json,data\FinanceBench\logs\PEPSICO_2023Q1_EARNINGS_20260816_215547.json,success,16,9588,no,no,65615,43751,109366,57,0,259.284,
2026-08-16 22:00:11,FinanceBench,PFIZER_2021_10K,data/FinanceBench/PFIZER_2021_10K.pdf,final results\FinanceBench structure\PFIZER_2021_10K_structure.json,data\FinanceBench\logs\PFIZER_2021_10K_20260816_220011.json,success,143,152509,yes,yes,1234466,509146,1743612,590,0,1669.812,
2026-08-16 22:28:06,FinanceBench,PFIZER_2023Q2_10Q,data/FinanceBench/PFIZER_2023Q2_10Q.pdf,final results\FinanceBench structure\PFIZER_2023Q2_10Q_structure.json,data\FinanceBench\logs\PFIZER_2023Q2_10Q_20260816_222806.json,success,72,63423,yes,yes,268718,77235,345953,90,0,720.546,
2026-08-16 22:40:13,FinanceBench,ULTABEAUTY_2023_10K,data/FinanceBench/ULTABEAUTY_2023_10K.pdf,final results\FinanceBench structure\ULTABEAUTY_2023_10K_structure.json,data\FinanceBench\logs\ULTABEAUTY_2023_10K_20260816_224013.json,success,105,67692,yes,yes,246158,111600,357758,154,0,1028.256,
2026-08-16 22:57:26,FinanceBench,ULTABEAUTY_2023Q4_EARNINGS,data/FinanceBench/ULTABEAUTY_2023Q4_EARNINGS.pdf,final results\FinanceBench structure\ULTABEAUTY_2023Q4_EARNINGS_structure.json,data\FinanceBench\logs\ULTABEAUTY_2023Q4_EARNINGS_20260816_225726.json,success,9,5821,no,no,48749,29390,78139,44,0,208.689,
2026-08-16 23:00:59,FinanceBench,VERIZON_2021_10K,data/FinanceBench/VERIZON_2021_10K.pdf,final results\FinanceBench structure\VERIZON_2021_10K_structure.json,data\FinanceBench\logs\VERIZON_2021_10K_20260816_230059.json,success,120,103378,yes,yes,814208,363856,1178064,525,0,1059.147,
2026-08-16 23:18:43,FinanceBench,VERIZON_2022_10K,data/FinanceBench/VERIZON_2022_10K.pdf,final results\FinanceBench structure\VERIZON_2022_10K_structure.json,data\FinanceBench\logs\VERIZON_2022_10K_20260816_231843.json,success,124,103825,yes,yes,800196,364306,1164502,522,0,889.308,
2026-08-16 23:33:39,FinanceBench,WALMART_2019_10K,data/FinanceBench/WALMART_2019_10K.pdf,final results\FinanceBench structure\WALMART_2019_10K_structure.json,data\FinanceBench\logs\WALMART_2019_10K_20260816_233339.json,success,155,105255,yes,yes,315112,130294,445406,141,0,690.083,
