run_timestamp,dataset,pdf_name,doc_name,pdf_path,structure_path,output_path,updated_structure_path,num_chunks,total_chunk_tokens,input_tokens,output_tokens,total_tokens,llm_successful_calls,llm_failed_calls,latency_seconds
2026-08-17 15:12:25,FinanceBench,AMCOR_2023_10K,AMCOR_2023_10K,.\data\FinanceBench\AMCOR_2023_10K.pdf,.\final results\FinanceBench structure\AMCOR_2023_10K_structure.json,.\final results\FinanceBench chunks\AMCOR_2023_10K_chunks.jsonl,.\final results\FinanceBench structure\AMCOR_2023_10K_structure_new.json,35,106546,0,0,0,0,0,14.953
2026-08-17 15:12:45,FinanceBench,AMCOR_2023Q2_10Q,AMCOR_2023Q2_10Q,.\data\FinanceBench\AMCOR_2023Q2_10Q.pdf,.\final results\FinanceBench structure\AMCOR_2023Q2_10Q_structure.json,.\final results\FinanceBench chunks\AMCOR_2023Q2_10Q_chunks.jsonl,.\final results\FinanceBench structure\AMCOR_2023Q2_10Q_structure_new.json,29,29331,0,0,0,0,0,5.398
2026-08-17 15:12:56,FinanceBench,AMCOR_2023Q4_EARNINGS,AMCOR_2023Q4_EARNINGS,.\data\FinanceBench\AMCOR_2023Q4_EARNINGS.pdf,.\final results\FinanceBench structure\AMCOR_2023Q4_EARNINGS_structure.json,.\final results\FinanceBench chunks\AMCOR_2023Q4_EARNINGS_chunks.jsonl,.\final results\FinanceBench structure\AMCOR_2023Q4_EARNINGS_structure_new.json,20,11373,0,0,0,0,0,2.113
2026-08-17 15:13:04,FinanceBench,AMD_2022_10K,AMD_2022_10K,.\data\FinanceBench\AMD_2022_10K.pdf,.\final results\FinanceBench structure\AMD_2022_10K_structure.json,.\final results\FinanceBench chunks\AMD_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\AMD_2022_10K_structure_new.json,29,88400,0,0,0,0,0,12.306
2026-08-17 15:13:21,FinanceBench,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS_2022_10K,.\data\FinanceBench\AMERICANEXPRESS_2022_10K.pdf,.\final results\FinanceBench structure\AMERICANEXPRESS_2022_10K_structure.json,.\final results\FinanceBench chunks\AMERICANEXPRESS_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\AMERICANEXPRESS_2022_10K_structure_new.json,185,179265,22211,10442,32653,8,0,140.09
2026-08-17 15:15:49,FinanceBench,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS_2020_10K,.\data\FinanceBench\AMERICANWATERWORKS_2020_10K.pdf,.\final results\FinanceBench structure\AMERICANWATERWORKS_2020_10K_structure.json,.\final results\FinanceBench chunks\AMERICANWATERWORKS_2020_10K_chunks.jsonl,.\final results\FinanceBench structure\AMERICANWATERWORKS_2020_10K_structure_new.json,117,149404,3451,4150,7601,5,0,57.412
2026-08-17 15:16:52,FinanceBench,BESTBUY_2017_10K,BESTBUY_2017_10K,.\data\FinanceBench\BESTBUY_2017_10K.pdf,.\final results\FinanceBench structure\BESTBUY_2017_10K_structure.json,.\final results\FinanceBench chunks\BESTBUY_2017_10K_chunks.jsonl,.\final results\FinanceBench structure\BESTBUY_2017_10K_structure_new.json,158,142474,7491,8260,15751,9,0,105.784
2026-08-17 15:18:43,FinanceBench,BESTBUY_2019_10K,BESTBUY_2019_10K,.\data\FinanceBench\BESTBUY_2019_10K.pdf,.\final results\FinanceBench structure\BESTBUY_2019_10K_structure.json,.\final results\FinanceBench chunks\BESTBUY_2019_10K_chunks.jsonl,.\final results\FinanceBench structure\BESTBUY_2019_10K_structure_new.json,163,143236,6844,8527,15371,10,0,119.463
2026-08-17 15:20:47,FinanceBench,BESTBUY_2023_10K,BESTBUY_2023_10K,.\data\FinanceBench\BESTBUY_2023_10K.pdf,.\final results\FinanceBench structure\BESTBUY_2023_10K_structure.json,.\final results\FinanceBench chunks\BESTBUY_2023_10K_chunks.jsonl,.\final results\FinanceBench structure\BESTBUY_2023_10K_structure_new.json,29,67499,0,0,0,0,0,4.17
2026-08-17 15:20:56,FinanceBench,BESTBUY_2024Q2_10Q,BESTBUY_2024Q2_10Q,.\data\FinanceBench\BESTBUY_2024Q2_10Q.pdf,.\final results\FinanceBench structure\BESTBUY_2024Q2_10Q_structure.json,.\final results\FinanceBench chunks\BESTBUY_2024Q2_10Q_chunks.jsonl,.\final results\FinanceBench structure\BESTBUY_2024Q2_10Q_structure_new.json,10,24864,0,0,0,0,0,2.387
2026-08-17 15:21:03,FinanceBench,BLOCK_2016_10K,BLOCK_2016_10K,.\data\FinanceBench\BLOCK_2016_10K.pdf,.\final results\FinanceBench structure\BLOCK_2016_10K_structure.json,.\final results\FinanceBench chunks\BLOCK_2016_10K_chunks.jsonl,.\final results\FinanceBench structure\BLOCK_2016_10K_structure_new.json,146,137154,346,522,868,1,0,14.37
2026-08-17 15:21:23,FinanceBench,BLOCK_2020_10K,BLOCK_2020_10K,.\data\FinanceBench\BLOCK_2020_10K.pdf,.\final results\FinanceBench structure\BLOCK_2020_10K_structure.json,.\final results\FinanceBench chunks\BLOCK_2020_10K_chunks.jsonl,.\final results\FinanceBench structure\BLOCK_2020_10K_structure_new.json,163,201592,3780,4129,7909,3,0,55.25
2026-08-17 15:22:23,FinanceBench,BOEING_2018_10K,BOEING_2018_10K,.\data\FinanceBench\BOEING_2018_10K.pdf,.\final results\FinanceBench structure\BOEING_2018_10K_structure.json,.\final results\FinanceBench chunks\BOEING_2018_10K_chunks.jsonl,.\final results\FinanceBench structure\BOEING_2018_10K_structure_new.json,61,96960,481,756,1237,1,0,16.015
2026-08-17 15:22:44,FinanceBench,BOEING_2022_10K,BOEING_2022_10K,.\data\FinanceBench\BOEING_2022_10K.pdf,.\final results\FinanceBench structure\BOEING_2022_10K_structure.json,.\final results\FinanceBench chunks\BOEING_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\BOEING_2022_10K_structure_new.json,66,113796,483,757,1240,1,0,20.972
2026-08-17 15:23:10,FinanceBench,COCACOLA_2021_10K,COCACOLA_2021_10K,.\data\FinanceBench\COCACOLA_2021_10K.pdf,.\final results\FinanceBench structure\COCACOLA_2021_10K_structure.json,.\final results\FinanceBench chunks\COCACOLA_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\COCACOLA_2021_10K_structure_new.json,141,149214,5917,5851,11768,6,0,84.241
2026-08-17 15:24:39,FinanceBench,CORNING_2021_10K,CORNING_2021_10K,.\data\FinanceBench\CORNING_2021_10K.pdf,.\final results\FinanceBench structure\CORNING_2021_10K_structure.json,.\final results\FinanceBench chunks\CORNING_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\CORNING_2021_10K_structure_new.json,219,163118,30846,17482,48328,19,0,240.696
2026-08-17 15:28:45,FinanceBench,CORNING_2022_10K,CORNING_2022_10K,.\data\FinanceBench\CORNING_2022_10K.pdf,.\final results\FinanceBench structure\CORNING_2022_10K_structure.json,.\final results\FinanceBench chunks\CORNING_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\CORNING_2022_10K_structure_new.json,200,106624,8007,5317,13324,6,0,81.851
2026-08-17 15:30:12,FinanceBench,COSTCO_2021_10K,COSTCO_2021_10K,.\data\FinanceBench\COSTCO_2021_10K.pdf,.\final results\FinanceBench structure\COSTCO_2021_10K_structure.json,.\final results\FinanceBench chunks\COSTCO_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\COSTCO_2021_10K_structure_new.json,27,48810,0,0,0,0,0,6.403
2026-08-17 15:30:23,FinanceBench,CVSHEALTH_2022_10K,CVSHEALTH_2022_10K,.\data\FinanceBench\CVSHEALTH_2022_10K.pdf,.\final results\FinanceBench structure\CVSHEALTH_2022_10K_structure.json,.\final results\FinanceBench chunks\CVSHEALTH_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\CVSHEALTH_2022_10K_structure_new.json,266,178823,9404,8615,18019,10,0,132.474
2026-08-17 15:32:46,FinanceBench,FOOTLOCKER_2022_8K_dated-2022-05-20,FOOTLOCKER_2022_8K_dated-2022-05-20,.\data\FinanceBench\FOOTLOCKER_2022_8K_dated-2022-05-20.pdf,.\final results\FinanceBench structure\FOOTLOCKER_2022_8K_dated-2022-05-20_structure.json,.\final results\FinanceBench chunks\FOOTLOCKER_2022_8K_dated-2022-05-20_chunks.jsonl,.\final results\FinanceBench structure\FOOTLOCKER_2022_8K_dated-2022-05-20_structure_new.json,5,1806,0,0,0,0,0,0.697
2026-08-17 15:33:06,FinanceBench,GENERALMILLS_2020_10K,GENERALMILLS_2020_10K,.\data\FinanceBench\GENERALMILLS_2020_10K.pdf,.\final results\FinanceBench structure\GENERALMILLS_2020_10K_structure.json,.\final results\FinanceBench chunks\GENERALMILLS_2020_10K_chunks.jsonl,.\final results\FinanceBench structure\GENERALMILLS_2020_10K_structure_new.json,96,104420,578,1370,1948,1,0,23.506
2026-08-17 15:33:39,FinanceBench,JOHNSON_JOHNSON_2022_10K,JOHNSON_JOHNSON_2022_10K,.\data\FinanceBench\JOHNSON_JOHNSON_2022_10K.pdf,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2022_10K_structure.json,.\final results\FinanceBench chunks\JOHNSON_JOHNSON_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2022_10K_structure_new.json,116,114970,4527,6678,11205,5,0,84.434
2026-08-17 15:35:14,FinanceBench,JOHNSON_JOHNSON_2022Q4_EARNINGS,JOHNSON_JOHNSON_2022Q4_EARNINGS,.\data\FinanceBench\JOHNSON_JOHNSON_2022Q4_EARNINGS.pdf,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2022Q4_EARNINGS_structure.json,.\final results\FinanceBench chunks\JOHNSON_JOHNSON_2022Q4_EARNINGS_chunks.jsonl,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2022Q4_EARNINGS_structure_new.json,27,19709,0,0,0,0,0,3.187
2026-08-17 15:35:27,FinanceBench,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,.\data\FinanceBench\JOHNSON_JOHNSON_2023_8K_dated-2023-08-30.pdf,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2023_8K_dated-2023-08-30_structure.json,.\final results\FinanceBench chunks\JOHNSON_JOHNSON_2023_8K_dated-2023-08-30_chunks.jsonl,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2023_8K_dated-2023-08-30_structure_new.json,21,17971,2166,2462,4628,2,0,36.5
2026-08-17 15:36:14,FinanceBench,JOHNSON_JOHNSON_2023Q2_EARNINGS,JOHNSON_JOHNSON_2023Q2_EARNINGS,.\data\FinanceBench\JOHNSON_JOHNSON_2023Q2_EARNINGS.pdf,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2023Q2_EARNINGS_structure.json,.\final results\FinanceBench chunks\JOHNSON_JOHNSON_2023Q2_EARNINGS_chunks.jsonl,.\final results\FinanceBench structure\JOHNSON_JOHNSON_2023Q2_EARNINGS_structure_new.json,19,18524,0,0,0,0,0,3.247
2026-08-17 15:36:27,FinanceBench,JPMORGAN_2021Q1_10Q,JPMORGAN_2021Q1_10Q,.\data\FinanceBench\JPMORGAN_2021Q1_10Q.pdf,.\final results\FinanceBench structure\JPMORGAN_2021Q1_10Q_structure.json,.\final results\FinanceBench chunks\JPMORGAN_2021Q1_10Q_chunks.jsonl,.\final results\FinanceBench structure\JPMORGAN_2021Q1_10Q_structure_new.json,273,164365,34466,34267,68733,27,0,449.554
2026-08-17 15:44:07,FinanceBench,JPMORGAN_2022_10K,JPMORGAN_2022_10K,.\data\FinanceBench\JPMORGAN_2022_10K.pdf,.\final results\FinanceBench structure\JPMORGAN_2022_10K_structure.json,.\final results\FinanceBench chunks\JPMORGAN_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\JPMORGAN_2022_10K_structure_new.json,687,374148,67598,63265,130863,57,0,778.701
2026-08-17 15:57:17,FinanceBench,JPMORGAN_2022Q2_10Q,JPMORGAN_2022Q2_10Q,.\data\FinanceBench\JPMORGAN_2022Q2_10Q.pdf,.\final results\FinanceBench structure\JPMORGAN_2022Q2_10Q_structure.json,.\final results\FinanceBench chunks\JPMORGAN_2022Q2_10Q_chunks.jsonl,.\final results\FinanceBench structure\JPMORGAN_2022Q2_10Q_structure_new.json,280,181554,26408,27742,54150,21,0,386.394
2026-08-17 16:03:55,FinanceBench,JPMORGAN_2023Q2_10Q,JPMORGAN_2023Q2_10Q,.\data\FinanceBench\JPMORGAN_2023Q2_10Q.pdf,.\final results\FinanceBench structure\JPMORGAN_2023Q2_10Q_structure.json,.\final results\FinanceBench chunks\JPMORGAN_2023Q2_10Q_chunks.jsonl,.\final results\FinanceBench structure\JPMORGAN_2023Q2_10Q_structure_new.json,299,208835,39986,41649,81635,30,0,460.979
2026-08-17 16:11:46,FinanceBench,LOCKHEEDMARTIN_2021_10K,LOCKHEEDMARTIN_2021_10K,.\data\FinanceBench\LOCKHEEDMARTIN_2021_10K.pdf,.\final results\FinanceBench structure\LOCKHEEDMARTIN_2021_10K_structure.json,.\final results\FinanceBench chunks\LOCKHEEDMARTIN_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\LOCKHEEDMARTIN_2021_10K_structure_new.json,113,111726,1291,1948,3239,2,0,34.187
2026-08-17 16:12:30,FinanceBench,LOCKHEEDMARTIN_2022_10K,LOCKHEEDMARTIN_2022_10K,.\data\FinanceBench\LOCKHEEDMARTIN_2022_10K.pdf,.\final results\FinanceBench structure\LOCKHEEDMARTIN_2022_10K_structure.json,.\final results\FinanceBench chunks\LOCKHEEDMARTIN_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\LOCKHEEDMARTIN_2022_10K_structure_new.json,101,114074,1464,2978,4442,2,0,44.606
2026-08-17 16:13:25,FinanceBench,MGMRESORTS_2018_10K,MGMRESORTS_2018_10K,.\data\FinanceBench\MGMRESORTS_2018_10K.pdf,.\final results\FinanceBench structure\MGMRESORTS_2018_10K_structure.json,.\final results\FinanceBench chunks\MGMRESORTS_2018_10K_chunks.jsonl,.\final results\FinanceBench structure\MGMRESORTS_2018_10K_structure_new.json,220,177328,20398,14183,34581,10,0,180.771
2026-08-17 16:16:37,FinanceBench,MGMRESORTS_2022_10K,MGMRESORTS_2022_10K,.\data\FinanceBench\MGMRESORTS_2022_10K.pdf,.\final results\FinanceBench structure\MGMRESORTS_2022_10K_structure.json,.\final results\FinanceBench chunks\MGMRESORTS_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\MGMRESORTS_2022_10K_structure_new.json,252,154517,1532,2975,4507,2,0,62.477
2026-08-17 16:17:45,FinanceBench,MGMRESORTS_2022Q4_EARNINGS,MGMRESORTS_2022Q4_EARNINGS,.\data\FinanceBench\MGMRESORTS_2022Q4_EARNINGS.pdf,.\final results\FinanceBench structure\MGMRESORTS_2022Q4_EARNINGS_structure.json,.\final results\FinanceBench chunks\MGMRESORTS_2022Q4_EARNINGS_chunks.jsonl,.\final results\FinanceBench structure\MGMRESORTS_2022Q4_EARNINGS_structure_new.json,18,12692,663,981,1644,1,0,14.106
2026-08-17 16:18:05,FinanceBench,MGMRESORTS_2023Q2_10Q,MGMRESORTS_2023Q2_10Q,.\data\FinanceBench\MGMRESORTS_2023Q2_10Q.pdf,.\final results\FinanceBench structure\MGMRESORTS_2023Q2_10Q_structure.json,.\final results\FinanceBench chunks\MGMRESORTS_2023Q2_10Q_chunks.jsonl,.\final results\FinanceBench structure\MGMRESORTS_2023Q2_10Q_structure_new.json,18,48685,0,0,0,0,0,6.605
2026-08-17 16:18:17,FinanceBench,MICROSOFT_2016_10K,MICROSOFT_2016_10K,.\data\FinanceBench\MICROSOFT_2016_10K.pdf,.\final results\FinanceBench structure\MICROSOFT_2016_10K_structure.json,.\final results\FinanceBench chunks\MICROSOFT_2016_10K_chunks.jsonl,.\final results\FinanceBench structure\MICROSOFT_2016_10K_structure_new.json,50,90686,11849,4128,15977,2,0,49.732
2026-08-17 16:19:12,FinanceBench,MICROSOFT_2023_10K,MICROSOFT_2023_10K,.\data\FinanceBench\MICROSOFT_2023_10K.pdf,.\final results\FinanceBench structure\MICROSOFT_2023_10K_structure.json,.\final results\FinanceBench chunks\MICROSOFT_2023_10K_chunks.jsonl,.\final results\FinanceBench structure\MICROSOFT_2023_10K_structure_new.json,31,80922,0,0,0,0,0,15.462
2026-08-17 16:19:33,FinanceBench,NETFLIX_2017_10K,NETFLIX_2017_10K,.\data\FinanceBench\NETFLIX_2017_10K.pdf,.\final results\FinanceBench structure\NETFLIX_2017_10K_structure.json,.\final results\FinanceBench chunks\NETFLIX_2017_10K_chunks.jsonl,.\final results\FinanceBench structure\NETFLIX_2017_10K_structure_new.json,25,54908,0,0,0,0,0,4.714
2026-08-17 16:19:43,FinanceBench,NIKE_2018_10K,NIKE_2018_10K,.\data\FinanceBench\NIKE_2018_10K.pdf,.\final results\FinanceBench structure\NIKE_2018_10K_structure.json,.\final results\FinanceBench chunks\NIKE_2018_10K_chunks.jsonl,.\final results\FinanceBench structure\NIKE_2018_10K_structure_new.json,40,91813,0,0,0,0,0,8.055
2026-08-17 16:19:57,FinanceBench,NIKE_2019_10K,NIKE_2019_10K,.\data\FinanceBench\NIKE_2019_10K.pdf,.\final results\FinanceBench structure\NIKE_2019_10K_structure.json,.\final results\FinanceBench chunks\NIKE_2019_10K_chunks.jsonl,.\final results\FinanceBench structure\NIKE_2019_10K_structure_new.json,35,80974,0,0,0,0,0,7.756
2026-08-17 16:20:11,FinanceBench,NIKE_2023_10K,NIKE_2023_10K,.\data\FinanceBench\NIKE_2023_10K.pdf,.\final results\FinanceBench structure\NIKE_2023_10K_structure.json,.\final results\FinanceBench chunks\NIKE_2023_10K_chunks.jsonl,.\final results\FinanceBench structure\NIKE_2023_10K_structure_new.json,41,85454,0,0,0,0,0,5.818
2026-08-17 16:20:22,FinanceBench,PAYPAL_2022_10K,PAYPAL_2022_10K,.\data\FinanceBench\PAYPAL_2022_10K.pdf,.\final results\FinanceBench structure\PAYPAL_2022_10K_structure.json,.\final results\FinanceBench chunks\PAYPAL_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\PAYPAL_2022_10K_structure_new.json,135,100207,4288,4109,8397,4,0,72.454
2026-08-17 16:21:40,FinanceBench,PEPSICO_2021_10K,PEPSICO_2021_10K,.\data\FinanceBench\PEPSICO_2021_10K.pdf,.\final results\FinanceBench structure\PEPSICO_2021_10K_structure.json,.\final results\FinanceBench chunks\PEPSICO_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\PEPSICO_2021_10K_structure_new.json,327,253944,21738,21594,43332,20,0,290.98
2026-08-17 16:26:42,FinanceBench,PEPSICO_2022_10K,PEPSICO_2022_10K,.\data\FinanceBench\PEPSICO_2022_10K.pdf,.\final results\FinanceBench structure\PEPSICO_2022_10K_structure.json,.\final results\FinanceBench chunks\PEPSICO_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\PEPSICO_2022_10K_structure_new.json,506,265199,18810,19799,38609,19,0,264.29
2026-08-17 16:31:18,FinanceBench,PEPSICO_2023_8K_dated-2023-05-05,PEPSICO_2023_8K_dated-2023-05-05,.\data\FinanceBench\PEPSICO_2023_8K_dated-2023-05-05.pdf,.\final results\FinanceBench structure\PEPSICO_2023_8K_dated-2023-05-05_structure.json,.\final results\FinanceBench chunks\PEPSICO_2023_8K_dated-2023-05-05_chunks.jsonl,.\final results\FinanceBench structure\PEPSICO_2023_8K_dated-2023-05-05_structure_new.json,3,1872,0,0,0,0,0,0.669
2026-08-17 16:31:28,FinanceBench,PEPSICO_2023_8K_dated-2023-05-30,PEPSICO_2023_8K_dated-2023-05-30,.\data\FinanceBench\PEPSICO_2023_8K_dated-2023-05-30.pdf,.\final results\FinanceBench structure\PEPSICO_2023_8K_dated-2023-05-30_structure.json,.\final results\FinanceBench chunks\PEPSICO_2023_8K_dated-2023-05-30_chunks.jsonl,.\final results\FinanceBench structure\PEPSICO_2023_8K_dated-2023-05-30_structure_new.json,149,127508,0,0,0,0,0,14.197
2026-08-17 16:31:52,FinanceBench,PEPSICO_2023Q1_EARNINGS,PEPSICO_2023Q1_EARNINGS,.\data\FinanceBench\PEPSICO_2023Q1_EARNINGS.pdf,.\final results\FinanceBench structure\PEPSICO_2023Q1_EARNINGS_structure.json,.\final results\FinanceBench chunks\PEPSICO_2023Q1_EARNINGS_chunks.jsonl,.\final results\FinanceBench structure\PEPSICO_2023Q1_EARNINGS_structure_new.json,12,9449,568,507,1075,1,0,8.61
2026-08-17 16:32:11,FinanceBench,PFIZER_2021_10K,PFIZER_2021_10K,.\data\FinanceBench\PFIZER_2021_10K.pdf,.\final results\FinanceBench structure\PFIZER_2021_10K_structure.json,.\final results\FinanceBench chunks\PFIZER_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\PFIZER_2021_10K_structure_new.json,153,160120,2078,3014,5092,3,0,56.11
2026-08-17 16:33:17,FinanceBench,PFIZER_2023Q2_10Q,PFIZER_2023Q2_10Q,.\data\FinanceBench\PFIZER_2023Q2_10Q.pdf,.\final results\FinanceBench structure\PFIZER_2023Q2_10Q_structure.json,.\final results\FinanceBench chunks\PFIZER_2023Q2_10Q_chunks.jsonl,.\final results\FinanceBench structure\PFIZER_2023Q2_10Q_structure_new.json,16,63414,0,0,0,0,0,7.626
2026-08-17 16:33:35,FinanceBench,ULTABEAUTY_2023_10K,ULTABEAUTY_2023_10K,.\data\FinanceBench\ULTABEAUTY_2023_10K.pdf,.\final results\FinanceBench structure\ULTABEAUTY_2023_10K_structure.json,.\final results\FinanceBench chunks\ULTABEAUTY_2023_10K_chunks.jsonl,.\final results\FinanceBench structure\ULTABEAUTY_2023_10K_structure_new.json,30,68992,0,0,0,0,0,9.094
2026-08-17 16:33:54,FinanceBench,ULTABEAUTY_2023Q4_EARNINGS,ULTABEAUTY_2023Q4_EARNINGS,.\data\FinanceBench\ULTABEAUTY_2023Q4_EARNINGS.pdf,.\final results\FinanceBench structure\ULTABEAUTY_2023Q4_EARNINGS_structure.json,.\final results\FinanceBench chunks\ULTABEAUTY_2023Q4_EARNINGS_chunks.jsonl,.\final results\FinanceBench structure\ULTABEAUTY_2023Q4_EARNINGS_structure_new.json,11,5796,806,1090,1896,1,0,12.669
2026-08-17 16:34:16,FinanceBench,VERIZON_2021_10K,VERIZON_2021_10K,.\data\FinanceBench\VERIZON_2021_10K.pdf,.\final results\FinanceBench structure\VERIZON_2021_10K_structure.json,.\final results\FinanceBench chunks\VERIZON_2021_10K_chunks.jsonl,.\final results\FinanceBench structure\VERIZON_2021_10K_structure_new.json,148,105523,7280,10297,17577,10,0,127.873
2026-08-17 16:36:34,FinanceBench,VERIZON_2022_10K,VERIZON_2022_10K,.\data\FinanceBench\VERIZON_2022_10K.pdf,.\final results\FinanceBench structure\VERIZON_2022_10K_structure.json,.\final results\FinanceBench chunks\VERIZON_2022_10K_chunks.jsonl,.\final results\FinanceBench structure\VERIZON_2022_10K_structure_new.json,144,104622,5077,7630,12707,7,0,89.435
2026-08-17 16:38:14,FinanceBench,WALMART_2019_10K,WALMART_2019_10K,.\data\FinanceBench\WALMART_2019_10K.pdf,.\final results\FinanceBench structure\WALMART_2019_10K_structure.json,.\final results\FinanceBench chunks\WALMART_2019_10K_chunks.jsonl,.\final results\FinanceBench structure\WALMART_2019_10K_structure_new.json,28,107396,0,0,0,0,0,5.768
